1	Indrayanti	recommended cari libur indah suasana pasir putih karang karang pandang takjub	['recommended', 'cari', 'libur', 'indah', 'suasana', 'pasir', 'putih', 'karang', 'karang', 'pandang', 'takjub']	Positif
1	Indrayanti	pantai cantik daerah selatan jawa pasir halus warna air jernih	['pantai', 'cantik', 'daerah', 'selatan', 'jawa', 'pasir', 'halus', 'warna', 'air', 'jernih']	Positif
1	Indrayanti	bagus pantai pasir putih agak ramai	['bagus', 'pantai', 'pasir', 'putih', 'agak', 'ramai']	Positif
1	Indrayanti	kadang kotor pas weekend ramai banget	['kadang', 'kotor', 'pas', 'weekend', 'ramai', 'banget']	Negatif
1	Indrayanti	pasir keren bersih banget	['pasir', 'keren', 'bersih', 'banget']	Positif
1	Indrayanti	pantai indah asik libur keluarga	['pantai', 'indah', 'asik', 'libur', 'keluarga']	Positif
1	Indrayanti	indah sayang kurang luas tempat pandang atas bukit keren	['indah', 'sayang', 'kurang', 'luas', 'tempat', 'pandang', 'atas', 'bukit', 'keren']	Positif
1	Indrayanti	indah tanding main pantai betah lama	['indah', 'tanding', 'main', 'pantai', 'betah', 'lama']	Positif
1	Indrayanti	ramai unjung jorok banyak sampah	['ramai', 'unjung', 'jorok', 'banyak', 'sampah']	Positif
1	Indrayanti	bagus pantai ombak lumayan	['bagus', 'pantai', 'ombak', 'lumayan']	Positif
1	Indrayanti	asik pasir putih gunung karang serasa bal	['asik', 'pasir', 'putih', 'gunung', 'karang', 'serasa', 'bal']	Positif
1	Indrayanti	jorok	['jorok']	Negatif
1	Indrayanti	pantai kenal nih nyaman main anak anak keluarga	['pantai', 'kenal', 'nih', 'nyaman', 'main', 'anak', 'anak', 'keluarga']	Positif
1	Indrayanti	ramai bikin kotor	['ramai', 'bikin', 'kotor']	Negatif
1	Indrayanti	pantai pasir putih pandang indah	['pantai', 'pasir', 'putih', 'pandang', 'indah']	Positif
1	Indrayanti	pantai indah keliling batu karang tinggi pasir putih indah pandang letak gunungkidul jogjakarta recommend libur pantai	['pantai', 'indah', 'keliling', 'batu', 'karang', 'tinggi', 'pasir', 'putih', 'indah', 'pandang', 'letak', 'gunungkidul', 'jogjakarta', 'recommend', 'libur', 'pantai']	Positif
1	Indrayanti	pantai indah gunungkidul lokasi strategis banget pantai pantai bal harga mahal duduk lokal wisatawan standar	['pantai', 'indah', 'gunungkidul', 'lokasi', 'strategis', 'banget', 'pantai', 'pantai', 'bal', 'harga', 'mahal', 'duduk', 'lokal', 'wisatawan', 'standar']	Positif
1	Indrayanti	pantai bagus pasir putih dekat jalan top banget       	['pantai', 'bagus', 'pasir', 'putih', 'dekat', 'jalan', 'top', 'banget', '', '', '', '', '', '', '']	Positif
1	Indrayanti	jalan lokasi mulus pantai indah bening	['jalan', 'lokasi', 'mulus', 'pantai', 'indah', 'bening']	Positif
1	Indrayanti	pantai cantik selatan kota jogyakarta akses lokasi gampang bagus jalan lokasi gunung kidul bantu harum jogyakarta jogyakarta kota istimewa 	['pantai', 'cantik', 'selatan', 'kota', 'jogyakarta', 'akses', 'lokasi', 'gampang', 'bagus', 'jalan', 'lokasi', 'gunung', 'kidul', 'bantu', 'harum', 'jogyakarta', 'jogyakarta', 'kota', 'istimewa', '']	Positif
1	Indrayanti	pantai indah ombak jogja jam jalan gantung padat wisata pesisir pantai	['pantai', 'indah', 'ombak', 'jogja', 'jam', 'jalan', 'gantung', 'padat', 'wisata', 'pesisir', 'pantai']	Positif
1	Indrayanti	jam rumah pantai bersih sejuk lokasi bagus selfi bayar ribu main pantai	['jam', 'rumah', 'pantai', 'bersih', 'sejuk', 'lokasi', 'bagus', 'selfi', 'bayar', 'ribu', 'main', 'pantai']	Positif
1	Indrayanti	pantai keren akses mudah	['pantai', 'keren', 'akses', 'mudah']	Positif
1	Indrayanti	alami parkir bibir pantai	['alami', 'parkir', 'bibir', 'pantai']	Positif
1	Indrayanti	mudah akses mobil ramai unjung	['mudah', 'akses', 'mobil', 'ramai', 'unjung']	Positif
1	Indrayanti	pandang indah bentang pantai luas pasir halus laut biru lepas bersih betah lama pantai	['pandang', 'indah', 'bentang', 'pantai', 'luas', 'pasir', 'halus', 'laut', 'biru', 'lepas', 'bersih', 'betah', 'lama', 'pantai']	Positif
1	Indrayanti	libur hilang penat nama kerja tugas biaya jangkau mmair bersih cari	['libur', 'hilang', 'penat', 'nama', 'kerja', 'tugas', 'biaya', 'jangkau', 'mmair', 'bersih', 'cari']	Positif
1	Indrayanti	bersih pantai warna pantai cantik	['bersih', 'pantai', 'warna', 'pantai', 'cantik']	Positif
1	Indrayanti	pantai indah penuh pesona ombak lalu pantai bersih suka anak	['pantai', 'indah', 'penuh', 'pesona', 'ombak', 'lalu', 'pantai', 'bersih', 'suka', 'anak']	Positif
1	Indrayanti	pantai bagus bersih indah banget view foto pas dideket banyak pantai mampir pandang puas banget ngebayar lelah jalan rekomended wisatawan cinta alam	['pantai', 'bagus', 'bersih', 'indah', 'banget', 'view', 'foto', 'pas', 'dideket', 'banyak', 'pantai', 'mampir', 'pandang', 'puas', 'banget', 'ngebayar', 'lelah', 'jalan', 'rekomended', 'wisatawan', 'cinta', 'alam']	Positif
1	Indrayanti	pantai lumayan bersih pandang waw asik libur keluarga hobi main air jamin puas	['pantai', 'lumayan', 'bersih', 'pandang', 'waw', 'asik', 'libur', 'keluarga', 'hobi', 'main', 'air', 'jamin', 'puas']	Positif
1	Indrayanti	pantai bersih mungil luas indah unjung	['pantai', 'bersih', 'mungil', 'luas', 'indah', 'unjung']	Positif
1	Indrayanti	agak jauh kota jogja bayar pantai bersih	['agak', 'jauh', 'kota', 'jogja', 'bayar', 'pantai', 'bersih']	Positif
1	Indrayanti	bersih indah cocok wisata keluarga	['bersih', 'indah', 'cocok', 'wisata', 'keluarga']	Positif
1	Indrayanti	pantai indrayanti asri wisata pantai bersih nyaman banget inap banyak	['pantai', 'indrayanti', 'asri', 'wisata', 'pantai', 'bersih', 'nyaman', 'banget', 'inap', 'banyak']	Positif
1	Indrayanti	pantai bersih sayang warung warung malam	['pantai', 'bersih', 'sayang', 'warung', 'warung', 'malam']	Positif
1	Indrayanti	airya laut bersih	['airya', 'laut', 'bersih']	Positif
1	Indrayanti	pantai landai cocok bawa anak anak pasir putih bersih	['pantai', 'landai', 'cocok', 'bawa', 'anak', 'anak', 'pasir', 'putih', 'bersih']	Positif
1	Indrayanti	pantai bersih ramai kurang nyaman banyak sampah bukit karang bukit karang harus bayar	['pantai', 'bersih', 'ramai', 'kurang', 'nyaman', 'banyak', 'sampah', 'bukit', 'karang', 'bukit', 'karang', 'harus', 'bayar']	Positif
1	Indrayanti	pantai indah jaga bersih	['pantai', 'indah', 'jaga', 'bersih']	Positif
1	Indrayanti	pantai bersih pasir halus bersih pandang bagus lupa pakai alas kaki deket air laut banyak batu karang sewa tikar payung banyak makan lokasi	['pantai', 'bersih', 'pasir', 'halus', 'bersih', 'pandang', 'bagus', 'lupa', 'pakai', 'alas', 'kaki', 'deket', 'air', 'laut', 'banyak', 'batu', 'karang', 'sewa', 'tikar', 'payung', 'banyak', 'makan', 'lokasi']	Positif
1	Indrayanti	pantai bersih dagang sana patok harga dagang mahal cucok meong deh	['pantai', 'bersih', 'dagang', 'sana', 'patok', 'harga', 'dagang', 'mahal', 'cucok', 'meong', 'deh']	Positif
1	Indrayanti	bersih indah nyaman	['bersih', 'indah', 'nyaman']	Positif
1	Indrayanti	pantai bersih indah awat tebing jadi spot foto	['pantai', 'bersih', 'indah', 'awat', 'tebing', 'jadi', 'spot', 'foto']	Positif
1	Indrayanti	pantai bersih viewnya bagus	['pantai', 'bersih', 'viewnya', 'bagus']	Positif
1	Indrayanti	wisata bagus banget turut air laut bersih kayak parangtritis pasir pantai putih lumayan bersih ombak pas banyak spot foto bagus moga awat sampah	['wisata', 'bagus', 'banget', 'turut', 'air', 'laut', 'bersih', 'kayak', 'parangtritis', 'pasir', 'pantai', 'putih', 'lumayan', 'bersih', 'ombak', 'pas', 'banyak', 'spot', 'foto', 'bagus', 'moga', 'awat', 'sampah']	Positif
1	Indrayanti	have visited this beach once and absolutely love the scenery air laut bersih banget pasir putih bersih hati hati ombak seram sedih pas kesana salah spot pantai sepi pasang	['have', 'visited', 'this', 'beach', 'once', 'and', 'absolutely', 'love', 'the', 'scenery', 'air', 'laut', 'bersih', 'banget', 'pasir', 'putih', 'bersih', 'hati', 'hati', 'ombak', 'seram', 'sedih', 'pas', 'kesana', 'salah', 'spot', 'pantai', 'sepi', 'pasang']	Positif
1	Indrayanti	nyaman enak santai santai keluarga	['nyaman', 'enak', 'santai', 'santai', 'keluarga']	Positif
1	Indrayanti	banyak santai spot foto mantaap	['banyak', 'santai', 'spot', 'foto', 'mantaap']	Positif
1	Indrayanti	beautiful beach warm and friendly peoples waktu baik nikmat pantai waktu libur sedia banyak pilih inap cocok rindu suasana tenang damai	['beautiful', 'beach', 'warm', 'and', 'friendly', 'peoples', 'waktu', 'baik', 'nikmat', 'pantai', 'waktu', 'libur', 'sedia', 'banyak', 'pilih', 'inap', 'cocok', 'rindu', 'suasana', 'tenang', 'damai']	Positif
1	Indrayanti	pantai indah cari sunset malam inap lupa bawa alat ngecamp nyewa alat ngecamp lengkap	['pantai', 'indah', 'cari', 'sunset', 'malam', 'inap', 'lupa', 'bawa', 'alat', 'ngecamp', 'nyewa', 'alat', 'ngecamp', 'lengkap']	Positif
1	Indrayanti	warga jual ramah harga makan minum standart bersih jaga	['warga', 'jual', 'ramah', 'harga', 'makan', 'minum', 'standart', 'bersih', 'jaga']	Positif
1	Indrayanti	pantai indah luas banyak jejer sewa alas payung harga jangkau anak suka main pasir pantai	['pantai', 'indah', 'luas', 'banyak', 'jejer', 'sewa', 'alas', 'payung', 'harga', 'jangkau', 'anak', 'suka', 'main', 'pasir', 'pantai']	Positif
1	Indrayanti	pantai bersih bagus view spot foto tukang foto banyak pinggir pantai sewa tikar payung santa pinggir pantai	['pantai', 'bersih', 'bagus', 'view', 'spot', 'foto', 'tukang', 'foto', 'banyak', 'pinggir', 'pantai', 'sewa', 'tikar', 'payung', 'santa', 'pinggir', 'pantai']	Positif
1	Indrayanti	parkir luas pantai batu batu karang kesana pas surut ombak kurang pas renang toilet sana bersih bersih pandang indah sunset sana sejuk banget angin	['parkir', 'luas', 'pantai', 'batu', 'batu', 'karang', 'kesana', 'pas', 'surut', 'ombak', 'kurang', 'pas', 'renang', 'toilet', 'sana', 'bersih', 'bersih', 'pandang', 'indah', 'sunset', 'sana', 'sejuk', 'banget', 'angin']	Positif
1	Indrayanti	tempat bagus banget pasir putih pandang main air oke sayang sampah nyampur pasir	['tempat', 'bagus', 'banget', 'pasir', 'putih', 'pandang', 'main', 'air', 'oke', 'sayang', 'sampah', 'nyampur', 'pasir']	Negatif
1	Indrayanti	bersih banyak jual makan hasil laut harga jangkau cocok keluarga ombak kencang patuh atur larang renang pinggir pantai parkir luas mobil pasir bersih cocok bosan suasana pantai parangtritis renang	['bersih', 'banyak', 'jual', 'makan', 'hasil', 'laut', 'harga', 'jangkau', 'cocok', 'keluarga', 'ombak', 'kencang', 'patuh', 'atur', 'larang', 'renang', 'pinggir', 'pantai', 'parkir', 'luas', 'mobil', 'pasir', 'bersih', 'cocok', 'bosan', 'suasana', 'pantai', 'parangtritis', 'renang']	Positif
1	Indrayanti	kurang aman anak banyak pecah kadang tajam bulu babi sekitar pantai	['kurang', 'aman', 'anak', 'banyak', 'pecah', 'kadang', 'tajam', 'bulu', 'babi', 'sekitar', 'pantai']	Negatif
1	Indrayanti	kotor	['kotor']	Negatif
2	Drini	pantai bagus kurang tampung unjung musim libur weekend penuh kembang wisata warna warni kurang indah alam	['pantai', 'bagus', 'kurang', 'tampung', 'unjung', 'musim', 'libur', 'weekend', 'penuh', 'kembang', 'wisata', 'warna', 'warni', 'kurang', 'indah', 'alam']	Negatif
2	Drini	pantai agak kotor waktu surut asik main anak anak perahu kano	['pantai', 'agak', 'kotor', 'waktu', 'surut', 'asik', 'main', 'anak', 'anak', 'perahu', 'kano']	Negatif
2	Drini	pantai keren pas kesini surut siang saran mending kesini pas jam sore jam an air atas ad spot foto keren jasa foto bayar ribu foto cetak cetak pinter nawar deh 	['pantai', 'keren', 'pas', 'kesini', 'surut', 'siang', 'saran', 'mending', 'kesini', 'pas', 'jam', 'sore', 'jam', 'an', 'air', 'atas', 'ad', 'spot', 'foto', 'keren', 'jasa', 'foto', 'bayar', 'ribu', 'foto', 'cetak', 'cetak', 'pinter', 'nawar', 'deh', '']	Positif
2	Drini	saah pantai instagramable gunung kidul parkir rb mobil dalam bayar spot foto beda rb rb pesan makan seafood baik porsi banyak	['saah', 'pantai', 'instagramable', 'gunung', 'kidul', 'parkir', 'rb', 'mobil', 'dalam', 'bayar', 'spot', 'foto', 'beda', 'rb', 'rb', 'pesan', 'makan', 'seafood', 'baik', 'porsi', 'banyak']	Positif
2	Drini	pasir putih bagus kemarau gin air laut surut	['pasir', 'putih', 'bagus', 'kemarau', 'gin', 'air', 'laut', 'surut']	Positif
2	Drini	nemu pandang indah pulau drini bayar rp sesal atas	['nemu', 'pandang', 'indah', 'pulau', 'drini', 'bayar', 'rp', 'sesal', 'atas']	Positif
2	Drini	kasih bintang deh tempat ramai pantai air tenang ombak pulau mana pulau pandang laut indah	['kasih', 'bintang', 'deh', 'tempat', 'ramai', 'pantai', 'air', 'tenang', 'ombak', 'pulau', 'mana', 'pulau', 'pandang', 'laut', 'indah']	Positif
2	Drini	pantai indah ombak spot dangkal tenang kano ria	['pantai', 'indah', 'ombak', 'spot', 'dangkal', 'tenang', 'kano', 'ria']	Positif
2	Drini	nice beach pantai sambut tulis pantai terjemah bahasa inggris go to the beach 	['nice', 'beach', 'pantai', 'sambut', 'tulis', 'pantai', 'terjemah', 'bahasa', 'inggris', 'go', 'to', 'the', 'beach', '']	Positif
2	Drini	indah nikmat senja sore tambah warna biru laut sejuk tiup angin laut bagus suka nikmat senja tunggu matahari tenggelam saran malam baik bawa alat terang thanks  	['indah', 'nikmat', 'senja', 'sore', 'tambah', 'warna', 'biru', 'laut', 'sejuk', 'tiup', 'angin', 'laut', 'bagus', 'suka', 'nikmat', 'senja', 'tunggu', 'matahari', 'tenggelam', 'saran', 'malam', 'baik', 'bawa', 'alat', 'terang', 'thanks', '', '']	Positif
2	Drini	pantai keren loh gaes ombak angin syahdu benar pokok	['pantai', 'keren', 'loh', 'gaes', 'ombak', 'angin', 'syahdu', 'benar', 'pokok']	Positif
2	Drini	suka banget pantai area air tenang cocok main anak	['suka', 'banget', 'pantai', 'area', 'air', 'tenang', 'cocok', 'main', 'anak']	Positif
2	Drini	cocok keluarga spot foto mantap suasana pantai jogja	['cocok', 'keluarga', 'spot', 'foto', 'mantap', 'suasana', 'pantai', 'jogja']	Positif
2	Drini	pantai bagus pas minggu padat banget niat foto foto pas sesal gabawa baju ganti main air temen wkwkwk tebing jembatan baru buat biaya kemarin sih bayar ribu bagus la pokok hati hati pas jalan pantai licin all overall sih good tolong tukang foto sana foto foto	['pantai', 'bagus', 'pas', 'minggu', 'padat', 'banget', 'niat', 'foto', 'foto', 'pas', 'sesal', 'gabawa', 'baju', 'ganti', 'main', 'air', 'temen', 'wkwkwk', 'tebing', 'jembatan', 'baru', 'buat', 'biaya', 'kemarin', 'sih', 'bayar', 'ribu', 'bagus', 'la', 'pokok', 'hati', 'hati', 'pas', 'jalan', 'pantai', 'licin', 'all', 'overall', 'sih', 'good', 'tolong', 'tukang', 'foto', 'sana', 'foto', 'foto']	Positif
2	Drini	pandang eksotis indah suasana nyaman libur area selfi indah	['pandang', 'eksotis', 'indah', 'suasana', 'nyaman', 'libur', 'area', 'selfi', 'indah']	Positif
2	Drini	pantai bagus kunjung suka foto main air banyak spot tarik foto lupa pulau drini pandang pantai drini indah atas pulau pulau drini kena biaya orang spot foto warna warni kena biaya orang banyak jaja jasa fotografer foto khawatir bayar lembar foto cetak enggan hasil cetak filenya bayar file foto	['pantai', 'bagus', 'kunjung', 'suka', 'foto', 'main', 'air', 'banyak', 'spot', 'tarik', 'foto', 'lupa', 'pulau', 'drini', 'pandang', 'pantai', 'drini', 'indah', 'atas', 'pulau', 'pulau', 'drini', 'kena', 'biaya', 'orang', 'spot', 'foto', 'warna', 'warni', 'kena', 'biaya', 'orang', 'banyak', 'jaja', 'jasa', 'fotografer', 'foto', 'khawatir', 'bayar', 'lembar', 'foto', 'cetak', 'enggan', 'hasil', 'cetak', 'filenya', 'bayar', 'file', 'foto']	Positif
2	Drini	jatuh cinta pantai masya allah suka banget  pokok kesini ayo trip gunung kidul sesal nagih kesini 	['jatuh', 'cinta', 'pantai', 'masya', 'allah', 'suka', 'banget', '', 'pokok', 'kesini', 'ayo', 'trip', 'gunung', 'kidul', 'sesal', 'nagih', 'kesini', '']	Positif
2	Drini	kondisi air laut surut jam siang sore wisatawan buru aneka binatang laut jaring ember anak suka	['kondisi', 'air', 'laut', 'surut', 'jam', 'siang', 'sore', 'wisatawan', 'buru', 'aneka', 'binatang', 'laut', 'jaring', 'ember', 'anak', 'suka']	Positif
2	Drini	wisata pantai eksotis panorama pagi sore	['wisata', 'pantai', 'eksotis', 'panorama', 'pagi', 'sore']	Positif
2	Drini	pantai jernih air muas jalan jauh fan lelah bayar pantai	['pantai', 'jernih', 'air', 'muas', 'jalan', 'jauh', 'fan', 'lelah', 'bayar', 'pantai']	Positif
2	Drini	bagus foto saran pakai lindung kaki main air banyak bintang laut hewan laut lai	['bagus', 'foto', 'saran', 'pakai', 'lindung', 'kaki', 'main', 'air', 'banyak', 'bintang', 'laut', 'hewan', 'laut', 'lai']	Positif
2	Drini	pantai indah pagi siang jelang sore air surut pantai landai bebatuan karang ombak pasang bawa banyak ikan ikan surut sebab ikan ikan jebak celah celang karang banyak anak anak tangkap ikan ikan menggunakam jaring sisi belah timur tebing tinggi atas tebing tangga sisi barat tebing tinggi turis wajib pantai	['pantai', 'indah', 'pagi', 'siang', 'jelang', 'sore', 'air', 'surut', 'pantai', 'landai', 'bebatuan', 'karang', 'ombak', 'pasang', 'bawa', 'banyak', 'ikan', 'ikan', 'surut', 'sebab', 'ikan', 'ikan', 'jebak', 'celah', 'celang', 'karang', 'banyak', 'anak', 'anak', 'tangkap', 'ikan', 'ikan', 'menggunakam', 'jaring', 'sisi', 'belah', 'timur', 'tebing', 'tinggi', 'atas', 'tebing', 'tangga', 'sisi', 'barat', 'tebing', 'tinggi', 'turis', 'wajib', 'pantai']	Positif
2	Drini	suka main air yuk kesini pantai pasir putih snorkeling main kano	['suka', 'main', 'air', 'yuk', 'kesini', 'pantai', 'pasir', 'putih', 'snorkeling', 'main', 'kano']	Positif
2	Drini	pantai so clear pantai baik week day biar foto bocor kayak pasar gin 	['pantai', 'so', 'clear', 'pantai', 'baik', 'week', 'day', 'biar', 'foto', 'bocor', 'kayak', 'pasar', 'gin', '']	Positif
2	Drini	pantai bagus nyari ikan ank cocok libur keluarga nikmat tinggi bukit drini	['pantai', 'bagus', 'nyari', 'ikan', 'ank', 'cocok', 'libur', 'keluarga', 'nikmat', 'tinggi', 'bukit', 'drini']	Positif
2	Drini	mantap habis pantai wajib kunjung bro pokok mantul banyak pilih pantai jalan bagus poke mantul puas banget	['mantap', 'habis', 'pantai', 'wajib', 'kunjung', 'bro', 'pokok', 'mantul', 'banyak', 'pilih', 'pantai', 'jalan', 'bagus', 'poke', 'mantul', 'puas', 'banget']	Positif
2	Drini	indah kuliner tarik ayo ajak keluarga teman pantai drini	['indah', 'kuliner', 'tarik', 'ayo', 'ajak', 'keluarga', 'teman', 'pantai', 'drini']	Positif
2	Drini	view oke selfi suka selfi an sayang larang renang ombak pasang	['view', 'oke', 'selfi', 'suka', 'selfi', 'an', 'sayang', 'larang', 'renang', 'ombak', 'pasang']	Positif
2	Drini	salah destinasi pantai baik jogja jauh pusat kota jam bayar tuntas rasa sunset desir ombak indah banyak spot foto dukung best  	['salah', 'destinasi', 'pantai', 'baik', 'jogja', 'jauh', 'pusat', 'kota', 'jam', 'bayar', 'tuntas', 'rasa', 'sunset', 'desir', 'ombak', 'indah', 'banyak', 'spot', 'foto', 'dukung', 'best', '', '']	Positif
2	Drini	pantai indah gugus pulau pinggir pantai kampung nelayan hati hati renang pantai ombak waktu	['pantai', 'indah', 'gugus', 'pulau', 'pinggir', 'pantai', 'kampung', 'nelayan', 'hati', 'hati', 'renang', 'pantai', 'ombak', 'waktu']	Positif
2	Drini	fasilitas lengkap banget kamar mandi mushollah sewa kano	['fasilitas', 'lengkap', 'banget', 'kamar', 'mandi', 'mushollah', 'sewa', 'kano']	Positif
2	Drini	bagus main air banyak rendah main	['bagus', 'main', 'air', 'banyak', 'rendah', 'main']	Positif
2	Drini	baik pantai aman anak awas tua ombak silih selfi penuh gaya	['baik', 'pantai', 'aman', 'anak', 'awas', 'tua', 'ombak', 'silih', 'selfi', 'penuh', 'gaya']	Positif
2	Drini	pantai bagus banyak ikan karang kano operasi air pasang air surut kano pakai ramah anak bibir pantai jauh darat air jernih	['pantai', 'bagus', 'banyak', 'ikan', 'karang', 'kano', 'operasi', 'air', 'pasang', 'air', 'surut', 'kano', 'pakai', 'ramah', 'anak', 'bibir', 'pantai', 'jauh', 'darat', 'air', 'jernih']	Positif
2	Drini	nice view juni september cuaca cerah air adem serius air adem kayak es juni	['nice', 'view', 'juni', 'september', 'cuaca', 'cerah', 'air', 'adem', 'serius', 'air', 'adem', 'kayak', 'es', 'juni']	Positif
2	Drini	sedia sewa kano	['sedia', 'sewa', 'kano']	Positif
2	Drini	bagus pasir putih belah kanan pantai sepi belah kiri pantai ramai banyak aktifitas	['bagus', 'pasir', 'putih', 'belah', 'kanan', 'pantai', 'sepi', 'belah', 'kiri', 'pantai', 'ramai', 'banyak', 'aktifitas']	Positif
2	Drini	pantai indah tepi kiri tebing batu jalan tepi pantai susur tebing batu alir air bening hewan laut renang celah batu kepiting ikan siput laut tangga atas tebing batu indah pantai atas tebing batu pantai larang renang khawatir renang main air snorkeling pantai sadran letak dekat pantai drini pantai nglambor jauh pantai drini	['pantai', 'indah', 'tepi', 'kiri', 'tebing', 'batu', 'jalan', 'tepi', 'pantai', 'susur', 'tebing', 'batu', 'alir', 'air', 'bening', 'hewan', 'laut', 'renang', 'celah', 'batu', 'kepiting', 'ikan', 'siput', 'laut', 'tangga', 'atas', 'tebing', 'batu', 'indah', 'pantai', 'atas', 'tebing', 'batu', 'pantai', 'larang', 'renang', 'khawatir', 'renang', 'main', 'air', 'snorkeling', 'pantai', 'sadran', 'letak', 'dekat', 'pantai', 'drini', 'pantai', 'nglambor', 'jauh', 'pantai', 'drini']	Positif
